COMMON_NAME,SCIENTIFIC_NAME,TipLabel,class,order,family,adult_body_mass_g,female_body_mass_g,male_body_mass_g
Lesser Yellowlegs,Tringa flavipes,Tringa_flavipes,Aves,Charadriiformes,Scolopacidae,81.7,83.7,81.8
Wood Sandpiper,Tringa glareola,Tringa_glareola,Aves,Charadriiformes,Scolopacidae,67,71.5,62
Nordmann's Greenshank,Tringa guttifer,Tringa_guttifer,Aves,Charadriiformes,Scolopacidae,148,158,138.25
Wandering Tattler,Tringa incana,Heteroscelus_incanus,Aves,Charadriiformes,Scolopacidae,111.25,116,101
Greater Yellowlegs,Tringa melanoleuca,Tringa_melanoleuca,Aves,Charadriiformes,Scolopacidae,170,175,164.5
Common Greenshank,Tringa nebularia,Tringa_nebularia,Aves,Charadriiformes,Scolopacidae,175.5,175,172
Green Sandpiper,Tringa ochropus,Tringa_ochropus,Aves,Charadriiformes,Scolopacidae,79.25,82.25,75
Willet,Tringa semipalmata,Catoptrophorus_semipalmatus,Aves,Charadriiformes,Scolopacidae,263.125,282.125,253
Solitary Sandpiper,Tringa solitaria,Tringa_solitaria,Aves,Charadriiformes,Scolopacidae,48.5,53.55,49.55
Marsh Sandpiper,Tringa stagnatilis,Tringa_stagnatilis,Aves,Charadriiformes,Scolopacidae,75.25,77,67.55
Common Redshank,Tringa totanus,Tringa_totanus,Aves,Charadriiformes,Scolopacidae,129,135,123
Buff-breasted Sandpiper,Tryngites subruficollis,Tryngites_subruficollis,Aves,Charadriiformes,Scolopacidae,61.875,54.325,69.5
Terek Sandpiper,Xenus cinereus,Xenus_cinereus,Aves,Charadriiformes,Scolopacidae,78.8,74.8,69.4
Brown Skua,Stercorarius antarcticus,Catharacta_lonnbergi,Aves,Charadriiformes,Stercorariidae,1743.5,1795,1617.5
Chilean Skua,Stercorarius chilensis,Catharacta_chilensis,Aves,Charadriiformes,Stercorariidae,1413,1525,1359
Long-tailed Jaeger,Stercorarius longicaudus,Stercorarius_longicaudus,Aves,Charadriiformes,Stercorariidae,298,307.2,269.95
South Polar Skua,Stercorarius maccormicki,Catharacta_maccormicki,Aves,Charadriiformes,Stercorariidae,1382.5,1421,1280
Parasitic Jaeger,Stercorarius parasiticus,Stercorarius_parasiticus,Aves,Charadriiformes,Stercorariidae,450,478,413.75
Pomarine Skua,Stercorarius pomarinus,Stercorarius_pomarinus,Aves,Charadriiformes,Stercorariidae,694,740,648
Great Skua,Stercorarius skua,Catharacta_skua,Aves,Charadriiformes,Stercorariidae,1420.25,1525,1515
Rufous-bellied Seedsnipe,Attagis gayi,Attagis_gayi,Aves,Charadriiformes,Thinocoridae,311,-999,311
White-bellied Seedsnipe,Attagis malouinus,Attagis_malouinus,Aves,Charadriiformes,Thinocoridae,347.5,-999,347.5
Grey-breasted Seedsnipe,Thinocorus orbignyianus,Thinocorus_orbignyianus,Aves,Charadriiformes,Thinocoridae,123.75,130,134
Least Seedsnipe,Thinocorus rumicivorus,Thinocorus_rumicivorus,Aves,Charadriiformes,Thinocoridae,54.225,60,49
Quail-plover,Ortyxelos meiffrenii,Ortyxelos_meiffrenii,Aves,Charadriiformes,Turnicidae,17.6,-999,17.6
Chestnut-backed Buttonquail,Turnix castanotus,Turnix_castanotus,Aves,Charadriiformes,Turnicidae,84.1,99.3,68.9
Sumba Buttonquail,Turnix everetti,Turnix_everetti,Aves,Charadriiformes,Turnicidae,41.75,51,48
Hottentot Buttonquail,Turnix hottentottus,Turnix_hottentottus,Aves,Charadriiformes,Turnicidae,50.05,60,42.7
Red-backed Buttonquail,Turnix maculosus,Turnix_maculosus,Aves,Charadriiformes,Turnicidae,41.75,45.2,33.9
Black-breasted Buttonquail,Turnix melanogaster,Turnix_melanogaster,Aves,Charadriiformes,Turnicidae,82.9,100,75.8
Madagascan Buttonquail,Turnix nigricollis,Turnix_nigricollis,Aves,Charadriiformes,Turnicidae,58.525,-999,-999
Spotted Buttonquail,Turnix ocellatus,Turnix_ocellatus,Aves,Charadriiformes,Turnicidae,110,110,-999
Buff-breasted Buttonquail,Turnix olivii,Turnix_olivii,Aves,Charadriiformes,Turnicidae,84.1,99.3,68.9
Red-chested Buttonquail,Turnix pyrrhothorax,Turnix_pyrrhothorax,Aves,Charadriiformes,Turnicidae,46.65,56.2,37.1
Barred Buttonquail,Turnix suscitator,Turnix_suscitator,Aves,Charadriiformes,Turnicidae,55.625,57.5,44
Common Buttonquail,Turnix sylvaticus,Turnix_sylvaticus,Aves,Charadriiformes,Turnicidae,46.35,51,42.925
Yellow-legged Buttonquail,Turnix tanki,Turnix_tanki,Aves,Charadriiformes,Turnicidae,47.5,61.25,46.6
Painted Buttonquail,Turnix varius,Turnix_varius,Aves,Charadriiformes,Turnicidae,96.5,109,74.7
Little Buttonquail,Turnix velox,Turnix_velox,Aves,Charadriiformes,Turnicidae,45,53,37
African Openbill,Anastomus lamelligerus,Anastomus_lamelligerus,Aves,Ciconiiformes,Ciconiidae,1077.166667,1000,1250
Asian Openbill,Anastomus oscitans,Anastomus_oscitans,Aves,Ciconiiformes,Ciconiidae,-999,-999,-999
Abdim's Stork,Ciconia abdimii,Ciconia_abdimii,Aves,Ciconiiformes,Ciconiidae,1398,-999,-999
Oriental Stork,Ciconia boyciana,Ciconia_boyciana,Aves,Ciconiiformes,Ciconiidae,3538,3337.5,3571
White Stork,Ciconia ciconia,Ciconia_ciconia,Aves,Ciconiiformes,Ciconiidae,3350,3325,3538
Woolly-necked Stork,Ciconia episcopus,Ciconia_episcopus,Aves,Ciconiiformes,Ciconiidae,2061,-999,-999
Maguari Stork,Ciconia maguari,Ciconia_maguari,Aves,Ciconiiformes,Ciconiidae,4000,3800,4200
Black Stork,Ciconia nigra,Ciconia_nigra,Aves,Ciconiiformes,Ciconiidae,3000,3000,3170
Storm's Stork,Ciconia stormi,Ciconia_stormi,Aves,Ciconiiformes,Ciconiidae,2061,-999,-999
Black-necked Stork,Ephippiorhynchus asiaticus,Ephippiorhynchus_asiaticus,Aves,Ciconiiformes,Ciconiidae,4100,-999,-999
Saddle-billed Stork,Ephippiorhynchus senegalensis,Ephippiorhynchus_senegalensis,Aves,Ciconiiformes,Ciconiidae,6162.5,5947,6341.25
Jabiru,Jabiru mycteria,Jabiru_mycteria,Aves,Ciconiiformes,Ciconiidae,5470,5272.5,6946.5
Marabou Stork,Leptoptilos crumenifer,Leptoptilos_crumeniferus,Aves,Ciconiiformes,Ciconiidae,6400,5700,7100
Greater Adjutant,Leptoptilos dubius,Leptoptilos_dubius,Aves,Ciconiiformes,Ciconiidae,-999,-999,-999
Lesser Adjutant,Leptoptilos javanicus,Leptoptilos_javanicus,Aves,Ciconiiformes,Ciconiidae,5180.5,4500,-999
Wood Stork,Mycteria americana,Mycteria_americana,Aves,Ciconiiformes,Ciconiidae,2500,2415,2702
Milky Stork,Mycteria cinerea,Mycteria_cinerea,Aves,Ciconiiformes,Ciconiidae,-999,-999,-999
Yellow-billed Stork,Mycteria ibis,Mycteria_ibis,Aves,Ciconiiformes,Ciconiidae,2000,1949,2384
Painted Stork,Mycteria leucocephala,Mycteria_leucocephala,Aves,Ciconiiformes,Ciconiidae,3180,2500,-999
Red-backed Mousebird,Colius castanotus,Colius_castanotus,Aves,Coliiformes,Coliidae,61.35,-999,-999
White-backed Mousebird,Colius colius,Colius_colius,Aves,Coliiformes,Coliidae,41.45,45,-999
White-headed Mousebird,Colius leucocephalus,Colius_leucocephalus,Aves,Coliiformes,Coliidae,35.9,34,37.8
Speckled Mousebird,Colius striatus,Colius_striatus,Aves,Coliiformes,Coliidae,52.5,55.5,54
Red-faced Mousebird,Urocolius indicus,Urocolius_indicus,Aves,Coliiformes,Coliidae,53.5,-999,-999
Blue-naped Mousebird,Urocolius macrourus,Urocolius_macrourus,Aves,Coliiformes,Coliidae,47,48.9,50.9
Madagascan Blue Pigeon,Alectroenas madagascariensis,Alectroenas_madagascariensis,Aves,Columbiformes,Columbidae,167.25,-999,-999
Comoros Blue Pigeon,Alectroenas sganzini,Alectroenas_sganzini,Aves,Columbiformes,Columbidae,158.5,171,146
Nicobar Pigeon,Caloenas nicobarica,Caloenas_nicobarica,Aves,Columbiformes,Columbidae,505.75,582.5,492.5
Common Emerald Dove,Chalcophaps indica,Chalcophaps_indica,Aves,Columbiformes,Columbidae,136.9833334,136,136.6
Stephan's Emerald Dove,Chalcophaps stephani,Chalcophaps_stephani,Aves,Columbiformes,Columbidae,123,120,126
Maroon-chested Ground Dove,Claravis mondetoura,Claravis_mondetoura,Aves,Columbiformes,Columbidae,89.7,-999,89.7
Blue Ground Dove,Claravis pretiosa,Claravis_pretiosa,Aves,Columbiformes,Columbidae,70.4,65.8,67.65
White-naped Pigeon,Columba albinucha,Columba_albinucha,Aves,Columbiformes,Columbidae,305,-999,-999
White-collared Pigeon,Columba albitorques,Columba_albitorques,Aves,Columbiformes,Columbidae,277,262,292
African Olive Pigeon,Columba arquatrix,Columba_arquatrix,Aves,Columbiformes,Columbidae,389.25,364,387.5
Bolle's Pigeon,Columba bollii,Columba_bollii,Aves,Columbiformes,Columbidae,470,457.5,470
Eastern Bronze-naped Pigeon,Columba delegorguei,Columba_delegorguei,Aves,Columbiformes,Columbidae,140.625,138.25,153
Nilgiri Wood Pigeon,Columba elphinstonii,Columba_elphinstonii,Aves,Columbiformes,Columbidae,379,-999,-999
Yellow-eyed Pigeon,Columba eversmanni,Columba_eversmanni,Aves,Columbiformes,Columbidae,201.5,190.5,204
Speckled Pigeon,Columba guinea,Columba_guinea,Aves,Columbiformes,Columbidae,339,320.5,342.5
Western Bronze-naped Pigeon,Columba iriditorques,Columba_iriditorques,Aves,Columbiformes,Columbidae,126,122,130
Japanese Wood Pigeon,Columba janthina,Columba_janthina,Aves,Columbiformes,Columbidae,397,-999,-999
Laurel Pigeon,Columba junoniae,Columba_junoniae,Aves,Columbiformes,Columbidae,-999,-999,-999
Lemon Dove,Columba larvata,Aplopelia_larvata,Aves,Columbiformes,Columbidae,148.5,135.5,151
White-headed Pigeon,Columba leucomela,Columba_leucomela,Aves,Columbiformes,Columbidae,419.95,418.7,421.2
Snow Pigeon,Columba leuconota,Columba_leuconota,Aves,Columbiformes,Columbidae,285,281,288.75
Rock Dove,Columba livia,Columba_livia,Aves,Columbiformes,Columbidae,320,270,307
Island Bronze-naped Pigeon,Columba malherbii,Columba_malherbii,Aves,Columbiformes,Columbidae,-999,-999,-999
Stock Dove,Columba oenas,Columba_oenas,Aves,Columbiformes,Columbidae,296,280,303
Somali Pigeon,Columba oliviae,Columba_oliviae,Aves,Columbiformes,Columbidae,-999,-999,-999
Yellow-legged Pigeon,Columba pallidiceps,Columba_pallidiceps,Aves,Columbiformes,Columbidae,459,-999,459
Andaman Wood Pigeon,Columba palumboides,Columba_palumboides,Aves,Columbiformes,Columbidae,520,-999,520
Common Wood Pigeon,Columba palumbus,Columba_palumbus,Aves,Columbiformes,Columbidae,490,497,505
Ashy Wood Pigeon,Columba pulchricollis,Columba_pulchricollis,Aves,Columbiformes,Columbidae,330,-999,-999
Pale-capped Pigeon,Columba punicea,Columba_punicea,Aves,Columbiformes,Columbidae,440,440,-999
Hill Pigeon,Columba rupestris,Columba_rupestris,Aves,Columbiformes,Columbidae,240.75,235.25,247.25
Cameroon Olive Pigeon,Columba sjostedti,Columba_sjostedti,Aves,Columbiformes,Columbidae,389.25,364,387.5
Sao Tome Olive Pigeon,Columba thomensis,Columba_thomensis,Aves,Columbiformes,Columbidae,437.5,350,525
Trocaz Pigeon,Columba trocaz,Columba_trocaz,Aves,Columbiformes,Columbidae,470,457.5,470
Afep Pigeon,Columba unicincta,Columba_unicincta,Aves,Columbiformes,Columbidae,406.75,358,423
Metallic Pigeon,Columba vitiensis,Columba_vitiensis,Aves,Columbiformes,Columbidae,347.25,-999,-999
Ecuadorian Ground Dove,Columbina buckleyi,Columbina_buckleyi,Aves,Columbiformes,Columbidae,57.5,-999,-999
Croaking Ground Dove,Columbina cruziana,Columbina_cruziana,Aves,Columbiformes,Columbidae,49.025,-999,-999
Inca Dove,Columbina inca,Columbina_inca,Aves,Columbiformes,Columbidae,48.75,-999,-999
Plain-breasted Ground Dove,Columbina minuta,Columbina_minuta,Aves,Columbiformes,Columbidae,32.9,31,30.8
Common Ground Dove,Columbina passerina,Columbina_passerina,Aves,Columbiformes,Columbidae,35,34.5,33.1
Picui Ground Dove,Columbina picui,Columbina_picui,Aves,Columbiformes,Columbidae,47,50,-999
Scaled Dove,Columbina squammata,Columbina_squammata,Aves,Columbiformes,Columbidae,52.45,52,-999
Ruddy Ground Dove,Columbina talpacoti,Columbina_talpacoti,Aves,Columbiformes,Columbidae,46.375,46.2,46.3
Tooth-billed Pigeon,Didunculus strigirostris,Didunculus_strigirostris,Aves,Columbiformes,Columbidae,400,400,-999
Cloven-feathered Dove,Drepanoptila holosericea,Drepanoptila_holosericea,Aves,Columbiformes,Columbidae,215,-999,-999
Green Imperial Pigeon,Ducula aenea,Ducula_aenea,Aves,Columbiformes,Columbidae,587,-999,-999
Mountain Imperial Pigeon,Ducula badia,Ducula_badia,Aves,Columbiformes,Columbidae,490.5,520,-999
Vanuatu Imperial Pigeon,Ducula bakeri,Ducula_bakeri,Aves,Columbiformes,Columbidae,394,-999,394
Cinnamon-bellied Imperial Pigeon,Ducula basilica,Ducula_basilica,Aves,Columbiformes,Columbidae,436,-999,-999
Pied Imperial Pigeon,Ducula bicolor,Ducula_bicolor,Aves,Columbiformes,Columbidae,457.55,449.55,468.05
Chestnut-bellied Imperial Pigeon,Ducula brenchleyi,Ducula_brenchleyi,Aves,Columbiformes,Columbidae,380,-999,380
Spotted Imperial Pigeon,Ducula carola,Ducula_carola,Aves,Columbiformes,Columbidae,289,-999,-999
Rufescent Imperial Pigeon,Ducula chalconota,Ducula_chalconota,Aves,Columbiformes,Columbidae,501.75,-999,-999
Elegant Imperial Pigeon,Ducula concinna,Ducula_concinna,Aves,Columbiformes,Columbidae,812.5,-999,-999
Finsch's Imperial Pigeon,Ducula finschii,Ducula_finschii,Aves,Columbiformes,Columbidae,346,308,384
White-bellied Imperial Pigeon,Ducula forsteni,Ducula_forsteni,Aves,Columbiformes,Columbidae,510,-999,-999
Goliath Imperial Pigeon,Ducula goliath,Ducula_goliath,Aves,Columbiformes,Columbidae,600,600,-999
Dark-backed Imperial Pigeon,Ducula lacernulata,Ducula_lacernulata,Aves,Columbiformes,Columbidae,-999,-999,-999
Barking Imperial Pigeon,Ducula latrans,Ducula_latrans,Aves,Columbiformes,Columbidae,-999,-999,-999
Black Imperial Pigeon,Ducula melanochroa,Ducula_melanochroa,Aves,Columbiformes,Columbidae,665,-999,665
Collared Imperial Pigeon,Ducula mullerii,Ducula_mullerii,Aves,Columbiformes,Columbidae,610,540,611
Spice Imperial Pigeon,Ducula myristicivora,Ducula_myristicivora,Aves,Columbiformes,Columbidae,577.5,620,-999
Micronesian Imperial Pigeon,Ducula oceanica,Ducula_oceanica,Aves,Columbiformes,Columbidae,373,-999,-999
Pacific Imperial Pigeon,Ducula pacifica,Ducula_pacifica,Aves,Columbiformes,Columbidae,395,-999,-999
Spectacled Imperial Pigeon,Ducula perspicillata,Ducula_perspicillata,Aves,Columbiformes,Columbidae,671,-999,-999
Pinon's Imperial Pigeon,Ducula pinon,Ducula_pinon,Aves,Columbiformes,Columbidae,756,-999,-999
Island Imperial Pigeon,Ducula pistrinaria,Ducula_pistrinaria,Aves,Columbiformes,Columbidae,513,500,-999
Pink-bellied Imperial Pigeon,Ducula poliocephala,Ducula_poliocephala,Aves,Columbiformes,Columbidae,560.5,-999,-999
Grey-headed Imperial Pigeon,Ducula radiata,Ducula_radiata,Aves,Columbiformes,Columbidae,295,-999,-999
Pink-headed Imperial Pigeon,Ducula rosacea,Ducula_rosacea,Aves,Columbiformes,Columbidae,386.5,-999,-999
Red-knobbed Imperial Pigeon,Ducula rubricera,Ducula_rubricera,Aves,Columbiformes,Columbidae,657.25,-999,-999
Purple-tailed Imperial Pigeon,Ducula rufigaster,Ducula_rufigaster,Aves,Columbiformes,Columbidae,436,-999,-999
Torresian Imperial Pigeon,Ducula spilorrhoa,Ducula_spilorrhoa,Aves,Columbiformes,Columbidae,458.7333333,441.1,468.1
Yellowish Imperial Pigeon,Ducula subflavescens,Ducula_subflavescens,Aves,Columbiformes,Columbidae,458.7333333,441.1,468.1
Christmas Imperial Pigeon,Ducula whartoni,Ducula_whartoni,Aves,Columbiformes,Columbidae,547.675,521.7,625
Zoe's Imperial Pigeon,Ducula zoeae,Ducula_zoeae,Aves,Columbiformes,Columbidae,568,-999,-999
Bronze Ground Dove,Gallicolumba beccarii,Gallicolumba_beccarii,Aves,Columbiformes,Columbidae,65.4,59,95.15
Mindanao Bleeding-heart,Gallicolumba crinigera,Gallicolumba_crinigera,Aves,Columbiformes,Columbidae,192.5,-999,-999
Polynesian Ground Dove,Gallicolumba erythroptera,Gallicolumba_erythroptera,Aves,Columbiformes,Columbidae,113.5,-999,-999
White-breasted Ground Dove,Gallicolumba jobiensis,Gallicolumba_jobiensis,Aves,Columbiformes,Columbidae,136,129,145
Luzon Bleeding-heart,Gallicolumba luzonica,Gallicolumba_luzonica,Aves,Columbiformes,Columbidae,196,-999,-999
Mindoro Bleeding-heart,Gallicolumba platenae,Gallicolumba_platenae,Aves,Columbiformes,Columbidae,-999,-999,-999
Marquesan Ground Dove,Gallicolumba rubescens,Gallicolumba_rubescens,Aves,Columbiformes,Columbidae,60,-999,-999
Cinnamon Ground Dove,Gallicolumba rufigula,Gallicolumba_rufigula,Aves,Columbiformes,Columbidae,132,132,136
Santa Cruz Ground Dove,Gallicolumba sanctaecrucis,Gallicolumba_sanctaecrucis,Aves,Columbiformes,Columbidae,-999,-999,-999
Tongan Ground Dove,Gallicolumba stairi,Gallicolumba_stairi,Aves,Columbiformes,Columbidae,171,-999,-999
Sulawesi Ground Dove,Gallicolumba tristigmata,Gallicolumba_tristigmata,Aves,Columbiformes,Columbidae,275,-999,-999
White-throated Ground Dove,Gallicolumba xanthonura,Gallicolumba_xanthonura,Aves,Columbiformes,Columbidae,111.8,92.175,128.25
Diamond Dove,Geopelia cuneata,Geopelia_cuneata,Aves,Columbiformes,Columbidae,31.55,32.75,32.6
Bar-shouldered Dove,Geopelia humeralis,Geopelia_humeralis,Aves,Columbiformes,Columbidae,128.65,124,133.1
Barred Dove,Geopelia maugeus,Geopelia_maugeus,Aves,Columbiformes,Columbidae,51.875,45,49.4
Peaceful Dove,Geopelia placida,Geopelia_placida,Aves,Columbiformes,Columbidae,48.9,45,49.4
Zebra Dove,Geopelia striata,Geopelia_striata,Aves,Columbiformes,Columbidae,51.875,45,49.4
Spinifex Pigeon,Geophaps plumifera,Geophaps_plumifera,Aves,Columbiformes,Columbidae,90.5,89.5,99.6
Squatter Pigeon,Geophaps scripta,Geophaps_scripta,Aves,Columbiformes,Columbidae,220.35,215,228
Partridge Pigeon,Geophaps smithii,Geophaps_smithii,Aves,Columbiformes,Columbidae,194,180,195
White-faced Quail-Dove,Geotrygon albifacies,Geotrygon_albifacies,Aves,Columbiformes,Columbidae,243.25,-999,-999
Grey-fronted Quail-Dove,Geotrygon caniceps,Geotrygon_caniceps,Aves,Columbiformes,Columbidae,192,-999,-999
Tuxtla Quail-Dove,Geotrygon carrikeri,Geotrygon_carrikeri,Aves,Columbiformes,Columbidae,268.75,-999,-999
Chiriqui Quail-Dove,Geotrygon chiriquensis,Geotrygon_chiriquensis,Aves,Columbiformes,Columbidae,301.5,-999,-999
Key West Quail-Dove,Geotrygon chrysia,Geotrygon_chrysia,Aves,Columbiformes,Columbidae,164.75,-999,-999
Buff-fronted Quail-Dove,Geotrygon costaricensis,Geotrygon_costaricensis,Aves,Columbiformes,Columbidae,254,254,320
White-throated Quail-Dove,Geotrygon frenata,Geotrygon_frenata,Aves,Columbiformes,Columbidae,301,-999,-999
Russet-crowned Quail-Dove,Geotrygon goldmani,Geotrygon_goldmani,Aves,Columbiformes,Columbidae,258,-999,-999
Purplish-backed Quail-Dove,Geotrygon lawrencii,Geotrygon_lawrencii,Aves,Columbiformes,Columbidae,220,-999,-999
Lined Quail-Dove,Geotrygon linearis,Geotrygon_linearis,Aves,Columbiformes,Columbidae,261,233,284
Ruddy Quail-Dove,Geotrygon montana,Geotrygon_montana,Aves,Columbiformes,Columbidae,135,103.3,98.3
Bridled Quail-Dove,Geotrygon mystacea,Geotrygon_mystacea,Aves,Columbiformes,Columbidae,204,-999,-999
Sapphire Quail-Dove,Geotrygon saphirina,Geotrygon_saphirina,Aves,Columbiformes,Columbidae,203,-999,-999
Olive-backed Quail-Dove,Geotrygon veraguensis,Geotrygon_veraguensis,Aves,Columbiformes,Columbidae,160,-999,-999
Crested Quail-Dove,Geotrygon versicolor,Geotrygon_versicolor,Aves,Columbiformes,Columbidae,225,-999,-999
Violaceous Quail-Dove,Geotrygon violacea,Geotrygon_violacea,Aves,Columbiformes,Columbidae,96,-999,-999
Western Crowned Pigeon,Goura cristata,Goura_cristata,Aves,Columbiformes,Columbidae,2000,2000,-999
Southern Crowned Pigeon,Goura scheepmakeri,Goura_scheepmakeri,Aves,Columbiformes,Columbidae,2235,-999,2235
Victoria Crowned Pigeon,Goura victoria,Goura_victoria,Aves,Columbiformes,Columbidae,2192,-999,-999
Papuan Mountain Pigeon,Gymnophaps albertisii,Gymnophaps_albertisii,Aves,Columbiformes,Columbidae,259,-999,-999
Buru Mountain Pigeon,Gymnophaps mada,Gymnophaps_mada,Aves,Columbiformes,Columbidae,334,-999,-999
Pale Mountain Pigeon,Gymnophaps solomonensis,Gymnophaps_solomonensis,Aves,Columbiformes,Columbidae,341.25,-999,-999
New Zealand Pigeon,Hemiphaga novaeseelandiae,Hemiphaga_novaeseelandiae,Aves,Columbiformes,Columbidae,652.5,651.8,624
New Guinea Bronzewing,Henicophaps albifrons,Henicophaps_albifrons,Aves,Columbiformes,Columbidae,247,247,-999
Azuero Dove,Leptotila battyi,Leptotila_battyi,Aves,Columbiformes,Columbidae,170,-999,-999
Grey-chested Dove,Leptotila cassinii,Leptotila_cassini,Aves,Columbiformes,Columbidae,157.25,-999,-999
Caribbean Dove,Leptotila jamaicensis,Leptotila_jamaicensis,Aves,Columbiformes,Columbidae,164.75,-999,-999
Yungas Dove,Leptotila megalura,Leptotila_megalura,Aves,Columbiformes,Columbidae,218,-999,-999
Ochre-bellied Dove,Leptotila ochraceiventris,Leptotila_ochraceiventris,Aves,Columbiformes,Columbidae,146,-999,-999
Pallid Dove,Leptotila pallida,Leptotila_pallida,Aves,Columbiformes,Columbidae,151.6666667,139,153
Grey-headed Dove,Leptotila plumbeiceps,Leptotila_plumbeiceps,Aves,Columbiformes,Columbidae,171,-999,-999
Grey-fronted Dove,Leptotila rufaxilla,Leptotila_rufaxilla,Aves,Columbiformes,Columbidae,154.3333333,139,153
White-tipped Dove,Leptotila verreauxi,Leptotila_verreauxi,Aves,Columbiformes,Columbidae,147.5,120.5,126.5
Grenada Dove,Leptotila wellsi,Leptotila_wellsi,Aves,Columbiformes,Columbidae,200,-999,-999
Wonga Pigeon,Leucosarcia melanoleuca,Leucosarcia_melanoleuca,Aves,Columbiformes,Columbidae,429.075,448.15,410
Topknot Pigeon,Lopholaimus antarcticus,Lopholaimus_antarcticus,Aves,Columbiformes,Columbidae,497,522,472
Slender-billed Cuckoo-Dove,Macropygia amboinensis,Macropygia_amboinensis,Aves,Columbiformes,Columbidae,236.75,184.5,194.5
