binomial,class,body_mass_median,litter_clutch_size,activity,hab_breadth,volant,diet_5cat
Lynx canadensis,Mammalia,9682.82,2.96,2,3,1,3
Lynx lynx,Mammalia,19300,2.275,2,10,1,3
Lynx pardinus,Mammalia,10225,2.5,2,NA,1,3
Lynx rufus,Mammalia,8904.1,2.645,2,10,1,3
Lyrurus mlokosiewiczi,Aves,815.5,6,NA,2,2,NA
Lyrurus tetrix,Aves,1084.75,8,NA,5,2,NA
Macaca arctoides,Mammalia,9353,1.005,1,2,1,1
Macaca assamensis,Mammalia,8900,NA,1,2,1,1
Macaca cyclopis,Mammalia,6000,1,1,3,1,1
Macaca fascicularis,Mammalia,4569.32,1,1,8,1,5
Macaca fuscata,Mammalia,10114.76,1.2175,1,1,1,1
Macaca hecki,Mammalia,7386,1,1,1,1,2
Macaca leonina,Mammalia,7603.39,1,1,4,1,2
Macaca maura,Mammalia,7300,1.005,1,3,1,1
Macaca mulatta,Mammalia,6455.19,1.005,1,16,1,1
Macaca munzala,Mammalia,7537.053333,NA,NA,4,1,NA
Macaca nemestrina,Mammalia,7603.39,1.005,1,7,1,2
Macaca nigra,Mammalia,7359.39,1.005,1,1,1,2
Macaca nigrescens,Mammalia,7662.195,1,1,2,1,2
Macaca ochreata,Mammalia,2745.5,1,1,1,1,1
Macaca pagensis,Mammalia,4534.66,1,1,2,1,2
Macaca radiata,Mammalia,4999.99,1.005,1,13,1,1
Macaca siberu,Mammalia,7151.5,1,1,2,1,2
Macaca silenus,Mammalia,5995.25,1.005,1,2,1,1
Macaca sinica,Mammalia,4295.5,1.005,1,3,1,1
Macaca sylvanus,Mammalia,10875,1.26,1,5,1,1
Macaca thibetana,Mammalia,10593.06,1.005,1,4,1,1
Macaca tonkeana,Mammalia,10035.53,NA,1,2,1,1
Macgregoria pulchra,Aves,226.19,NA,1,2,2,2
Machaerirhynchus flaviventer,Aves,10.41,2,1,2,2,4
Machaerirhynchus nigripectus,Aves,12.075,2,1,3,2,4
Machaeropterus deliciosus,Aves,13.15,2,1,2,2,2
Machaeropterus pyrocephalus,Aves,9.545,2,1,1,2,2
Machaeropterus regulus,Aves,9.345,NA,1,2,2,2
Macheiramphus alcinus,Aves,650,1.25,1,8,2,3
Machetornis rixosa,Aves,29.95,3.5,1,5,2,4
Mackenziaena leachii,Aves,69.5375,NA,1,6,2,4
Mackenziaena severa,Aves,51.85,NA,1,4,2,4
Macroagelaius imthurni,Aves,77.435,NA,1,1,2,5
Macroagelaius subalaris,Aves,117.25,NA,1,1,2,5
Macrocephalon maleo,Aves,1578.63,14,1,5,2,4
Macroderma gigas,Mammalia,126.43,1,2,6,2,3
Macrogalidia musschenbroekii,Mammalia,5148.86,NA,2,2,1,3
Macroglossus minimus,Mammalia,16.3,0.99,2,9,2,2
Macroglossus sobrinus,Mammalia,21.8,1,2,5,2,2
Macronectes giganteus,Aves,4019.595,1,1,12,2,3
Macronectes halli,Aves,4259.65,1,1,11,2,3
Macronous bornensis,Aves,11.83,NA,1,NA,2,4
Macronous flavicollis,Aves,20,NA,1,NA,2,4
Macronous gularis,Aves,11.83,NA,1,NA,2,4
Macronous kelleyi,Aves,18.37,NA,1,NA,2,4
Macronous ptilosus,Aves,18,NA,1,NA,2,4
Macronous striaticeps,Aves,16.5,NA,1,NA,2,4
Macronyx ameliae,Aves,33.25,3.15,NA,2,2,4
Macronyx aurantiigula,Aves,39.4,2.8,NA,2,2,4
Macronyx capensis,Aves,50.07,3.2,1,8,2,4
Macronyx croceus,Aves,47.1,2.8,NA,5,2,4
Macronyx flavicollis,Aves,45.08,2.8,1,1,2,4
Macronyx fuellebornii,Aves,55.18,NA,1,NA,2,4
Macronyx grimwoodi,Aves,45.08,NA,1,1,2,4
Macronyx sharpei,Aves,45.02285714,2.4,NA,1,2,4
Macrophyllum macrophyllum,Mammalia,8.02,1,2,1,2,4
Macropsalis forcipata,Aves,139,NA,2,1,2,4
Macropus agilis,Mammalia,13907.875,1.0075,2,2,1,1
Macropus antilopinus,Mammalia,27250.1,1,2,3,1,1
Macropus bernardus,Mammalia,17000,1,2,4,1,1
Macropus dorsalis,Mammalia,11249.96,1,2,5,1,1
Macropus eugenii,Mammalia,5278.48,1.0075,2,1,1,1
Macropus fuliginosus,Mammalia,25564.7,1,2,9,1,1
Macropus giganteus,Mammalia,33409.89,1,2,9,1,1
Macropus irma,Mammalia,8000,1,2,2,1,1
Macropus parma,Mammalia,4203.31,0.925,2,1,1,1
Macropus parryi,Mammalia,12629.83,1,2,1,1,1
Macropus robustus,Mammalia,25978.92,1,2,4,1,1
Macropus rufogriseus,Mammalia,16850,1.0075,2,8,1,1
Macropus rufus,Mammalia,38968.39,1,2,5,1,1
Macropygia amboinensis,Aves,236.875,1,1,3,2,5
Macropygia emiliana,Aves,191.69,1,1,3,2,2
Macropygia mackinlayi,Aves,88.425,1.4,1,2,2,1
Macropygia magna,Aves,146.63,NA,1,1,2,2
Macropygia nigrirostris,Aves,88.82,1,1,2,2,5
Macropygia phasianella,Aves,236.875,1,1,3,2,5
Macropygia ruficeps,Aves,82.3375,1,1,4,2,5
Macropygia rufipennis,Aves,256.51,1,1,1,2,2
Macropygia tenuirostris,Aves,192.125,1,1,2,2,2
Macropygia unchall,Aves,168,1.2,1,4,2,1
Macroscelides flavicaudatus,Mammalia,38.64,1.765,1,2,1,4
Macroscelides micus,Mammalia,38.64,NA,NA,3,1,NA
Macroscelides proboscideus,Mammalia,38.64,1.765,1,2,1,4
Macrosphenus concolor,Aves,13.9,NA,1,1,2,4
Macrosphenus flavicans,Aves,13.53,NA,1,2,2,4
Macrosphenus kempi,Aves,12.46,NA,1,2,2,4
Macrosphenus kretschmeri,Aves,19.875,NA,1,2,2,4
Macrosphenus pulitzeri,Aves,11.68,NA,1,1,2,4
Macrotarsomys bastardi,Mammalia,28.45,2.495,2,2,1,1
Macrotarsomys ingens,Mammalia,54.99,NA,2,1,1,1
Macrotarsomys petteri,Mammalia,105,NA,NA,1,1,NA
Macrotis lagotis,Mammalia,1269.75,1.625,2,6,1,4
Macrotus californicus,Mammalia,11.83,1,2,2,2,5
Macrotus waterhousii,Mammalia,16.135,0.99,2,2,2,5
Macruromys elegans,Mammalia,277.9,NA,2,2,1,1
Macruromys major,Mammalia,357.25,NA,2,2,1,1
Madanga ruficollis,Aves,15,NA,1,1,2,4
Madoqua guentheri,Mammalia,4623.7,0.99,2,1,1,1
Madoqua kirkii,Mammalia,4833.4,0.99,2,1,1,1
Madoqua piacentinii,Mammalia,2500,1,2,1,1,1
Madoqua saltiana,Mammalia,3337.235,1,2,2,1,1
Madromys blanfordi,Mammalia,71.33,2.5,2,6,1,1
Makalata didelphoides,Mammalia,398.66,1.0825,2,1,1,5
Makalata macrura,Mammalia,439,NA,2,1,1,2
Makalata rhipidura,Mammalia,315,NA,2,NA,1,2
Malacocincla abbotti,Aves,26.8,3.9,1,6,2,4
Malacocincla cinereiceps,Aves,23.96,NA,1,NA,2,4
Malacocincla malaccensis,Aves,21.425,2.4,1,NA,2,4
Malacocincla perspicillata,Aves,26.23,NA,1,1,2,4
Malacocincla sepiaria,Aves,25.625,2,1,4,2,4
Malacomys cansdalei,Mammalia,68.39,2.91,2,1,1,5
Malacomys edwardsi,Mammalia,64.95,2.5725,2,2,1,5
Malacomys longipes,Mammalia,95.64,2.91,2,1,1,5
Malaconotus alius,Aves,81.91,NA,1,1,2,4
Malaconotus blanchoti,Aves,78.4,3.2,1,6,2,3
Malaconotus cruentus,Aves,75.9075,2.7,1,5,2,5
Malaconotus gladiator,Aves,98.995,NA,1,2,2,4
Malaconotus lagdeni,Aves,91.4,2,1,3,2,3
Malaconotus monteiri,Aves,80.005,3.2,1,3,2,3
Malacopteron affine,Aves,17.115,2,1,5,2,4
Malacopteron albogulare,Aves,16.375,NA,1,3,2,4
Malacopteron cinereum,Aves,18.075,2,1,3,2,4
Malacopteron magnirostre,Aves,19.37,2,1,4,2,4
Malacopteron magnum,Aves,27.4,2,1,3,2,4
Malacopteron palawanense,Aves,32.255,NA,1,2,2,4
Malacoptila fulvogularis,Aves,57.4,NA,1,3,2,4
Malacoptila fusca,Aves,45.55,NA,1,4,2,4
Malacoptila minor,Aves,47.31571429,NA,NA,2,2,NA
Malacoptila mystacalis,Aves,49,NA,1,4,2,4
Malacoptila panamensis,Aves,42.6,2.4,1,5,2,4
Malacoptila rufa,Aves,47.885,NA,1,4,2,4
Malacoptila semicincta,Aves,44.7,NA,1,1,2,4
Malacoptila striata,Aves,44.075,NA,1,3,2,4
Malacorhynchus membranaceus,Aves,366.77,6.9,1,3,2,4
Malacothrix typica,Mammalia,17.02,4.055,2,4,1,1
Malcorus pectoralis,Aves,10.14,3.86,1,2,2,4
Malia grata,Aves,94.46,NA,1,1,2,4
Malimbus ballmanni,Aves,63,NA,1,1,2,4
Malimbus cassini,Aves,37,2,1,5,2,4
Malimbus coronatus,Aves,46.31,2,1,4,2,4
Malimbus erythrogaster,Aves,46.31,NA,1,2,2,4
Malimbus ibadanensis,Aves,38.2275,1.5,1,7,2,4
Malimbus malimbicus,Aves,34.95,1.75,1,3,2,4
Malimbus nitens,Aves,36.84,1.96,1,3,2,5
Malimbus racheliae,Aves,28,NA,1,1,2,4
Malimbus rubricollis,Aves,42.225,2,1,3,2,4
Malimbus scutatus,Aves,30,2,1,6,2,4
Mallomys aroaensis,Mammalia,1663.99,1.02,2,4,1,1
Mallomys gunung,Mammalia,2041.47,NA,2,2,1,1
Mallomys istapantap,Mammalia,1990.43,1.07,2,3,1,1
Mallomys rothschildi,Mammalia,1157.5,1.02,2,1,1,1
Malurus alboscapulatus,Aves,9.165,2.8,1,6,2,4
Malurus amabilis,Aves,8.64,3,1,3,2,4
Malurus coronatus,Aves,11.095,2.45,1,2,2,4
Malurus cyaneus,Aves,10.415,3.3,1,4,2,4
Malurus cyanocephalus,Aves,12.835,3,1,4,2,4
Malurus elegans,Aves,9.67,2.45,1,2,2,4
Malurus grayi,Aves,12.47,NA,1,NA,2,4
Malurus lamberti,Aves,8.095,3.5,1,2,2,4
Malurus leucopterus,Aves,7.4,3.5,1,2,2,4
Malurus melanocephalus,Aves,7.9,3.5,1,2,2,4
Malurus pulcherrimus,Aves,9.195,3,1,2,2,4
Malurus splendens,Aves,9.35125,3,1,5,2,4
Mammelomys lanosus,Mammalia,117.1,2.385,2,1,1,2
Mammelomys rattoides,Mammalia,209.49,1.6425,2,1,1,2
Manacus aurantiacus,Aves,16.15,2,1,3,2,2
Manacus candei,Aves,18.785,2,1,3,2,2
Manacus manacus,Aves,16.9625,2,1,4,2,2
Manacus vitellinus,Aves,17.83,2,1,2,2,2
Mandingoa nitidula,Aves,9.6,4.2,1,4,2,1
Mandrillus leucophaeus,Mammalia,14999.96,1.005,1,2,1,5
Mandrillus sphinx,Mammalia,18249.88,1.0325,1,1,1,5
Manis crassicaudata,Mammalia,8457.33,1,2,5,1,4
Manis culionensis,Mammalia,4540.855,1,2,2,1,4
Manis javanica,Mammalia,4861.71,1,2,6,1,4
Manis pentadactyla,Mammalia,4675,1,2,10,1,4
Manorina flavigula,Aves,54.25,2.925,1,7,2,4
Manorina melanocephala,Aves,60.3975,2.85,1,10,2,5
Manorina melanophrys,Aves,30.0575,2,1,5,2,4
Manorina melanotis,Aves,54.125,2.4,1,2,2,4
Manucodia ater,Aves,219.005,2,1,7,2,2
Manucodia chalybatus,Aves,213.815,2,1,2,2,2
Manucodia comrii,Aves,432.87,NA,1,6,2,2
Manucodia jobiensis,Aves,208.79,NA,1,2,2,2
Manucodia keraudrenii,Aves,154.66,NA,1,NA,2,2
Mareca americana,Aves,754.61,NA,NA,12,2,NA
Mareca falcata,Aves,645.83,NA,NA,5,2,NA
Mareca penelope,Aves,770.03,NA,NA,12,2,NA
Mareca sibilatrix,Aves,923.16,NA,NA,3,2,NA
Mareca strepera,Aves,915.58,NA,NA,2,2,NA
Margaretamys beccarii,Mammalia,70.35,NA,2,1,1,1
Margaretamys elegans,Mammalia,121,NA,2,1,1,1
Margaretamys parvus,Mammalia,63.8875,NA,2,1,1,1
Margarobyas lawrencii,Aves,95.35,2,NA,6,2,NA
Margaroperdix madagarensis,Aves,232.5,NA,NA,5,2,NA
Margarops fuscatus,Aves,99.45666665,2.4,1,7,2,2
Margarops fuscus,Aves,67.07,NA,1,NA,2,2
Margarornis bellulus,Aves,18.5,NA,1,1,2,4
Margarornis rubiginosus,Aves,17.8,NA,1,1,2,4
Margarornis squamiger,Aves,17.50833334,NA,1,1,2,4
Margarornis stellatus,Aves,21.495,NA,1,1,2,4
Marmaronetta angustirostris,Aves,477,10.5,1,9,2,1
Marmosa alstoni,Mammalia,132.3,NA,2,2,1,4
Marmosa andersoni,Mammalia,47.4,9,2,1,1,5
Marmosa constantiae,Mammalia,90,8,2,2,1,4
Marmosa demerarae,Mammalia,96,6.9675,2,1,1,4
Marmosa lepida,Mammalia,14,4.995,2,1,1,5
Marmosa mexicana,Mammalia,49.45,8.7,2,4,1,5
Marmosa murina,Mammalia,36.28,6.95,2,6,1,5
Marmosa paraguayanus,Mammalia,112.43,6.7075,2,1,1,5
Marmosa phaea,Mammalia,70.005,NA,2,1,1,4
Marmosa quichua,Mammalia,66.61034,5.5,2,2,1,5
Marmosa regina,Mammalia,118.6,NA,2,2,1,4
Marmosa robinsoni,Mammalia,60.57,9.625,2,4,1,5
Marmosa rubra,Mammalia,62.99,9,2,1,1,5
Marmosa tyleriana,Mammalia,32.4,3,2,1,1,5
Marmosa xerophila,Mammalia,46.2,7.9,2,2,1,5
Marmosops bishopi,Mammalia,19.5,4.05,2,4,1,5
Marmosops cracens,Mammalia,26.26,NA,2,1,1,5
Marmosops creightoni,Mammalia,35.47950661,NA,NA,1,1,NA
Marmosops fuscatus,Mammalia,45.15,5.47,2,1,1,5
Marmosops handleyi,Mammalia,30.7,NA,2,2,1,5
Marmosops impavidus,Mammalia,40.5,9.5,2,1,1,5
Marmosops incanus,Mammalia,59.88,NA,2,2,1,5
Marmosops invictus,Mammalia,29.19,NA,2,1,1,5
Marmosops juninensis,Mammalia,31.57,4.05,2,1,1,5
Marmosops neblina,Mammalia,35,9.5,2,2,1,5
Marmosops noctivagus,Mammalia,37,NA,2,2,1,5
Marmosops ocellatus,Mammalia,35.47950661,NA,NA,1,1,NA
Marmosops parvidens,Mammalia,15,4.05,2,1,1,5
Marmosops paulensis,Mammalia,38.89,NA,2,1,1,5
Marmosops pinheiroi,Mammalia,25.04520655,4.05,2,2,1,5
Marmota baibacina,Mammalia,5375,5.69,1,2,1,1
Marmota bobak,Mammalia,6400,6.075,1,1,1,1
Marmota broweri,Mammalia,3250,4.635,1,2,1,1
Marmota caligata,Mammalia,4298.52,4.635,1,2,1,1
Marmota camtschatica,Mammalia,3500,4.77,1,1,1,1
Marmota caudata,Mammalia,4350,4.19,1,4,1,1
Marmota flaviventris,Mammalia,3709.73,4.55,1,2,1,1
Marmota himalayana,Mammalia,5800,5.39,1,4,1,1
Marmota marmota,Mammalia,3500,4.095,1,3,1,1
Marmota menzbieri,Mammalia,3250,3.365,1,2,1,1
Marmota monax,Mammalia,3801.72,4.3,1,6,1,1
Marmota olympus,Mammalia,6299.99,4,1,2,1,1
Marmota sibirica,Mammalia,8000,4.5825,1,3,1,1
Marmota vancouverensis,Mammalia,5232.43,3.59,1,3,1,1
Martes americana,Mammalia,892,2.665,2,2,1,3
Martes flavigula,Mammalia,2500,3.015,1,7,1,3
Martes foina,Mammalia,1675,3.78,2,6,1,3
Martes gwatkinsii,Mammalia,2038.49,NA,2,3,1,3
Martes martes,Mammalia,1299.995,3.645,2,3,1,3
Martes melampus,Mammalia,1000,NA,2,1,1,5
Martes pennanti,Mammalia,3750,2.97,2,2,1,3
Martes zibellina,Mammalia,1130,3.13,2,2,1,3
Masius chrysopterus,Aves,11.26,2,1,2,2,5
Massoutiera mzabi,Mammalia,194,2.03,1,1,1,1
Mastacomys fuscus,Mammalia,125.72,1.5025,2,3,1,1
Mastomys awashensis,Mammalia,81.79,NA,2,1,1,1
Mastomys coucha,Mammalia,53.81,7.96,2,5,1,1
Mastomys erythroleucus,Mammalia,56.15,9.595,2,9,1,1
Mastomys huberti,Mammalia,53.81,7.96,2,6,1,1
Mastomys kollmannspergeri,Mammalia,73.15,NA,2,3,1,1
Mastomys natalensis,Mammalia,41.85,8.9125,2,8,1,4
Mastomys pernanus,Mammalia,83.01,NA,2,1,1,1
Mastomys shortridgei,Mammalia,46.5,NA,2,3,1,1
Maxomys alticola,Mammalia,158.96,NA,2,2,1,5
Maxomys baeodon,Mammalia,158.96,NA,2,2,1,5
Maxomys bartelsii,Mammalia,88.46,NA,2,1,1,5
Maxomys dollmani,Mammalia,129.9633334,NA,2,1,1,5
Maxomys hellwaldii,Mammalia,203,NA,2,1,1,5
Maxomys hylomyoides,Mammalia,98.26333335,NA,2,2,1,5
Maxomys inas,Mammalia,90,2.91,2,1,1,5
Maxomys inflatus,Mammalia,152,NA,2,2,1,5
Maxomys moi,Mammalia,147,NA,2,2,1,5
Maxomys musschenbroekii,Mammalia,84.8,NA,2,3,1,5
Maxomys ochraceiventer,Mammalia,158.96,NA,2,2,1,5
Maxomys pagensis,Mammalia,196,3.54,2,1,1,5
Maxomys panglima,Mammalia,158.96,3.54,2,2,1,5
Maxomys rajah,Mammalia,150,3.29,2,1,1,5
Maxomys surifer,Mammalia,150.48,3.54,2,4,1,5
Maxomys wattsi,Mammalia,147,NA,2,1,1,5
Maxomys whiteheadi,Mammalia,54.33,3,2,4,1,5
Mayrornis lessoni,Aves,11.4,1.4,1,4,2,4
Mayrornis schistaceus,Aves,20.1,NA,1,1,2,4
Mayrornis versicolor,Aves,29,NA,1,1,2,4
Mazama americana,Mammalia,22799.75,1.22,2,1,1,1
Mazama bororo,Mammalia,18572.84357,NA,2,2,1,1
Mazama bricenii,Mammalia,16499.85,1.11,2,2,1,1
Mazama chunyi,Mammalia,16071.74,1.5,2,1,1,1
Mazama gouazoubira,Mammalia,16633.17,1,2,2,1,1
Mazama nana,Mammalia,16499.85,NA,2,2,1,1
Mazama nemorivaga,Mammalia,18335.81714,NA,NA,2,1,NA
Mazama pandora,Mammalia,20546.86,1,2,3,1,1
Mazama rufina,Mammalia,21099.25,1.165,2,2,1,1
Mazama temama,Mammalia,18809.87,1.22,2,4,1,1
Mearnsia novaeguineae,Aves,32.95,NA,1,1,2,4
Mearnsia picina,Aves,42.5,NA,1,1,2,4
Mecocerculus calopterus,Aves,7,NA,1,5,2,4
Mecocerculus hellmayri,Aves,7.9375,NA,1,2,2,4
Mecocerculus leucophrys,Aves,10.99,NA,1,4,2,4
Mecocerculus minor,Aves,11,NA,1,2,2,4
Mecocerculus poecilocercus,Aves,7.7125,NA,1,1,2,4
Mecocerculus stictopterus,Aves,9.4125,NA,1,3,2,4
Megabyas flammulatus,Aves,28.0175,NA,1,4,2,4
Megaceryle alcyon,Aves,150.0833334,6.5,1,6,2,3
Megaceryle lugubris,Aves,269.245,4,1,4,2,5
Megaceryle maxima,Aves,326.75,3.5,1,25,2,3
Megaceryle torquata,Aves,317,4,1,16,2,3
Megacrex inepta,Aves,1200,NA,1,3,1,5
Megadendromus nikolausi,Mammalia,52,NA,2,1,1,5
Megaderma lyra,Mammalia,39.27,1,2,10,2,3
Megaderma spasma,Mammalia,25.38,1.205,2,7,2,3
Megadontomys cryophilus,Mammalia,66.78,NA,2,1,1,2
Megadontomys nelsoni,Mammalia,66.775,NA,2,1,1,2
Megadontomys thomasi,Mammalia,110.8,2.625,2,1,1,2
Megadyptes antipodes,Aves,5345.62,2,1,7,1,3
Megaerops ecaudatus,Mammalia,26.29,NA,2,1,2,2
Megaerops kusnotoi,Mammalia,25.86,NA,2,2,2,2
Megaerops niphanae,Mammalia,32.59,NA,2,1,2,2
Megaerops wetmorei,Mammalia,18.7,NA,2,2,2,2
Megaloglossus woermanni,Mammalia,15.66,1,2,1,2,2
Megaloprepia formosa,Aves,118.52,NA,NA,1,2,NA
Megaloprepia magnifica,Aves,185.41,NA,NA,4,2,NA
Megalurulus grosvenori,Aves,45,2,1,1,2,4
Megalurulus llaneae,Aves,28.125,2,1,2,2,4
Megalurulus mariei,Aves,24.9,1.7,1,NA,2,4
Megalurulus rubiginosus,Aves,41.2,2,1,3,2,4
Megalurulus whitneyi,Aves,36,2,1,2,2,4
Megalurus albolimbatus,Aves,14,3,1,NA,2,4
Megalurus gramineus,Aves,14.195,3.9,1,NA,2,4
Megalurus palustris,Aves,43.05,3.5,1,6,2,4
Megalurus timoriensis,Aves,23.1625,2.8,1,NA,2,4
Megapodius bernsteinii,Aves,847.285,10,1,6,2,4
Megapodius cumingii,Aves,942.5,5.5,1,3,2,4
Megapodius decollatus,Aves,715,18,NA,3,2,NA
Megapodius eremita,Aves,693.835,1,1,3,2,5
Megapodius freycinet,Aves,645.49,12.5,1,4,2,4
Megapodius geelvinkianus,Aves,642.99,12.5,1,4,2,4
Megapodius laperouse,Aves,308,7,1,4,2,4
Megapodius layardi,Aves,768.57,NA,1,1,2,4
Megapodius nicobariensis,Aves,881.345,10,1,1,2,4
Megapodius pritchardii,Aves,369.75,12,1,2,2,4
Megapodius reinwardt,Aves,959.905,9.25,1,5,2,1
Megapodius tenimberensis,Aves,959.905,9.25,1,2,2,1
Megarynchus pitangua,Aves,66.705,2.4,1,7,2,4
Megascops albogularis,Aves,159,NA,2,2,2,4
Megascops asio,Aves,177.495,4.25,2,6,2,5
Megascops atricapilla,Aves,118.945,NA,2,4,2,4
Megascops barbarus,Aves,69,4.5,2,1,2,4
Megascops choliba,Aves,135.25,2,2,10,2,4
Megascops clarkii,Aves,147.48,NA,2,1,2,4
Megascops colombianus,Aves,162.5,NA,2,1,2,5
Megascops cooperi,Aves,149.47,3.7,2,5,2,4
Megascops guatemalae,Aves,113.875,2.5,2,3,2,4
Megascops hoyi,Aves,110,NA,2,2,2,4
Megascops ingens,Aves,162.16,NA,2,1,2,4
Megascops kennicottii,Aves,160.91,4.25,2,11,2,5
Megascops koepckeae,Aves,116.965,NA,2,1,2,4
Megascops marshalli,Aves,108,NA,2,1,2,4
Megascops nudipes,Aves,136.67,2.5,2,5,2,4
Megascops petersoni,Aves,98,NA,2,1,2,4
Megascops roboratus,Aves,135.35,NA,2,5,2,4
Megascops sanctaecatarinae,Aves,180.985,NA,2,6,2,5
Megascops seductus,Aves,159.875,NA,2,4,2,5
Megascops trichopsis,Aves,88.755,3.5,2,3,2,4
Megascops vermiculatus,Aves,110,2.5,NA,3,2,NA
Megascops watsonii,Aves,132.5,NA,2,2,2,4
Megasorex gigas,Mammalia,11.71,NA,2,5,1,4
Megastictus margaritatus,Aves,20.0875,2,1,2,2,4
Megatriorchis doriae,Aves,999.995,NA,1,3,2,3
Megaxenops parnaguae,Aves,25,NA,1,2,2,4
Megazosterops palauensis,Aves,31,NA,1,1,2,2
Meiglyptes grammithorax,Aves,48.61333333,NA,NA,5,2,NA
Meiglyptes jugularis,Aves,53.44,NA,1,2,2,4
Meiglyptes tristis,Aves,39.1,2,1,5,2,4
Meiglyptes tukki,Aves,53.3,2,1,2,2,4
Melaenornis annamarulae,Aves,39.875,NA,1,1,2,4
Melaenornis ardesiacus,Aves,29,2,1,2,2,4
Melaenornis edolioides,Aves,30.7,2.45,1,8,2,4
Melaenornis pammelaina,Aves,28.8375,2.735,1,6,2,4
Melampitta gigantea,Aves,205,NA,1,NA,2,4
Melampitta lugubris,Aves,42.71,NA,1,3,2,4
Melanerpes aurifrons,Aves,81.33916667,4.5,1,9,2,5
Melanerpes cactorum,Aves,36.045,NA,1,5,2,5
Melanerpes candidus,Aves,114,3.5,1,7,2,2
Melanerpes carolinus,Aves,70.6375,4.47,1,8,2,5
Melanerpes chrysauchen,Aves,55.015,3.5,1,4,2,4
Melanerpes chrysogenys,Aves,69.36,NA,1,5,2,4
Melanerpes cruentatus,Aves,58.2,NA,1,4,2,5
Melanerpes erythrocephalus,Aves,71.6,5,1,10,2,4
Melanerpes flavifrons,Aves,60.39,NA,1,5,2,5
Melanerpes formicivorus,Aves,79.335,4.9,1,6,2,1
Melanerpes herminieri,Aves,100,NA,1,4,2,4
Melanerpes hoffmannii,Aves,77.03416667,4,1,5,2,5
Melanerpes hypopolius,Aves,52.4,NA,1,6,2,2
Melanerpes lewis,Aves,109.38,6.34,1,4,2,4
Melanerpes portoricensis,Aves,61.305,3.75,1,4,2,4
Melanerpes pucherani,Aves,64.2,3,1,5,2,4
Melanerpes pulcher,Aves,55.015,3.5,1,5,2,4
Melanerpes pygmaeus,Aves,40.905,3.5,1,4,2,4
Melanerpes radiolatus,Aves,110,3.95,1,7,2,5
Melanerpes rubricapillus,Aves,52.39,3.5,1,6,2,4
Melanerpes striatus,Aves,75.075,4.95,1,4,2,4
Melanerpes superciliaris,Aves,80.755,4.25,1,7,2,4
Melanerpes uropygialis,Aves,64.83,4,1,7,2,5
Melanitta americana,Aves,1052.2,8.5,NA,9,2,NA
Melanitta deglandi,Aves,1732,8.430434783,NA,9,2,NA
Melanitta fusca,Aves,1766.085,8.430434783,1,9,2,4
Melanitta nigra,Aves,1051.09,8.5,1,9,2,4
Melanitta perspicillata,Aves,1071.665,6.65,1,8,2,4
Melanitta stejnegeri,Aves,1334.608,NA,NA,9,2,NA
Melanocharis arfakiana,Aves,17.62,NA,1,1,2,2
Melanocharis crassirostris,Aves,18,NA,1,NA,2,2
Melanocharis longicauda,Aves,11.475,NA,1,3,2,2
Melanocharis nigra,Aves,13.68,NA,1,3,2,2
Melanocharis striativentris,Aves,18.29,NA,1,3,2,2
Melanocharis versteri,Aves,13.285,NA,1,4,2,2
Melanochlora sultanea,Aves,37.7,NA,1,5,2,4
Melanocorypha bimaculata,Aves,54.1,3.96,1,3,2,5
Melanocorypha calandra,Aves,61.125,4.35,1,4,2,5
Melanocorypha leucoptera,Aves,44.8625,5.25,1,NA,2,5
Melanocorypha maxima,Aves,74.995,NA,1,5,2,1
Melanocorypha mongolica,Aves,54.195,NA,1,4,2,5
Melanocorypha yeltoniensis,Aves,59.8525,4.6,1,2,2,1
Melanodera melanodera,Aves,28.85,NA,1,2,2,1
Melanodera xanthogramma,Aves,33.8,NA,NA,9,2,1
Melanodryas cucullata,Aves,21.3375,2.25,1,4,2,4
Melanodryas vittata,Aves,26.6,2.7,1,6,2,4
Melanomys caliginosus,Mammalia,41,1.45,2,NA,1,1
Melanomys robustulus,Mammalia,53.5,NA,2,1,1,1
Melanomys zunigae,Mammalia,53.5,NA,2,2,1,1
Melanopareia elegans,Aves,16,NA,1,4,2,4
Melanopareia maranonica,Aves,23,NA,1,1,2,4
Melanopareia maximiliani,Aves,18,NA,1,2,2,4
Melanopareia torquata,Aves,17.2125,NA,1,2,2,4
Melanoperdix niger,Aves,280,NA,1,2,2,1
Melanoptila glabrirostris,Aves,35.2625,2,1,4,2,4
Melanospiza richardsoni,Aves,20.8,NA,1,4,2,5
Melanotis caerulescens,Aves,61.4975,2,1,5,2,4
Melanotis hypoleucus,Aves,68,2.4,1,3,2,4
Melasmothrix naso,Mammalia,48.225,NA,1,1,1,4
Meleagris gallopavo,Aves,5801.185,11,1,9,2,1
Meleagris ocellata,Aves,5525,12,1,5,2,1
Meles anakuma,Mammalia,11884.03,3.11,1,2,1,4
Meles leucurus,Mammalia,11884.03,3.11,1,5,1,5
Meles meles,Mammalia,11884.03,3.11,1,10,1,5
Melichneutes robustus,Aves,54.2625,NA,1,3,2,2
Melidectes belfordi,Aves,77.57,NA,1,2,2,4
Melidectes foersteri,Aves,72.13,NA,1,1,2,5
Melidectes fuscus,Aves,45,NA,1,1,2,2
Melidectes leucostephes,Aves,73.375,NA,1,1,2,5
Melidectes nouhuysi,Aves,62.26,NA,1,2,2,5
