ebird_COMMON_NAME,ebird_SCIENTIFIC_NAME,order,family,TipLabel
Sooty Albatross,Phoebetria fusca,Procellariiformes,Diomedeidae (Albatrosses),Phoebetria_fusca
Light-mantled Albatross,Phoebetria palpebrata,Procellariiformes,Diomedeidae (Albatrosses),Phoebetria_palpebrata
Royal Albatross,Diomedea epomophora,Procellariiformes,Diomedeidae (Albatrosses),Diomedea_sanfordi
Wandering Albatross,Diomedea exulans,Procellariiformes,Diomedeidae (Albatrosses),Diomedea_dabbenena
Wandering Albatross,Diomedea exulans,Procellariiformes,Diomedeidae (Albatrosses),Diomedea_antipodensis
Wandering Albatross,Diomedea exulans,Procellariiformes,Diomedeidae (Albatrosses),Diomedea_amsterdamensis
Waved Albatross,Phoebastria irrorata,Procellariiformes,Diomedeidae (Albatrosses),Phoebastria_irrorata
Laysan Albatross,Phoebastria immutabilis,Procellariiformes,Diomedeidae (Albatrosses),Phoebastria_immutabilis
Black-footed Albatross,Phoebastria nigripes,Procellariiformes,Diomedeidae (Albatrosses),Phoebastria_nigripes
Short-tailed Albatross,Phoebastria albatrus,Procellariiformes,Diomedeidae (Albatrosses),Phoebastria_albatrus
Wilson's Storm-Petrel,Oceanites oceanicus,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Oceanites_oceanicus
Pincoya Storm-Petrel,Oceanites pincoyae,Procellariiformes,Oceanitidae (Southern Storm-Petrels),NA
Elliot's Storm-Petrel,Oceanites gracilis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Oceanites_gracilis
Gray-backed Storm-Petrel,Garrodia nereis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Garrodia_nereis
White-faced Storm-Petrel,Pelagodroma marina,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Pelagodroma_marina
White-bellied Storm-Petrel,Fregetta grallaria,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Fregetta_grallaria
New Zealand Storm-Petrel,Fregetta maoriana,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Oceanites_maorianus
Black-bellied Storm-Petrel,Fregetta tropica,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Fregetta_tropica
Polynesian Storm-Petrel,Nesofregetta fuliginosa,Procellariiformes,Oceanitidae (Southern Storm-Petrels),Nesofregetta_fuliginosa
European Storm-Petrel,Hydrobates pelagicus,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates_pelagicus
Fork-tailed Storm-Petrel,Oceanodroma furcata,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_furcata
Ringed Storm-Petrel,Oceanodroma hornbyi,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_hornbyi
Leach's Storm-Petrel,Oceanodroma leucorhoa,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_leucorhoa
Townsend's Storm-Petrel,Oceanodroma socorroensis,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),NA
Ainley's Storm-Petrel,Oceanodroma cheimomnestes,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),NA
Swinhoe's Storm-Petrel,Oceanodroma monorhis,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_monorhis
Ashy Storm-Petrel,Oceanodroma homochroa,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_homochroa
Band-rumped Storm-Petrel,Oceanodroma castro,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_castro
Monteiro's Storm-Petrel,Oceanodroma monteiroi,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_monteiroi
Cape Verde Storm-Petrel,Oceanodroma jabejabe,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),NA
Wedge-rumped Storm-Petrel,Oceanodroma tethys,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_tethys
Black Storm-Petrel,Oceanodroma melania,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_melania
Guadalupe Storm-Petrel,Oceanodroma macrodactyla,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),NA
Markham's Storm-Petrel,Oceanodroma markhami,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_markhami
Matsudaira's Storm-Petrel,Oceanodroma matsudairae,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_matsudairae
Tristram's Storm-Petrel,Oceanodroma tristrami,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Oceanodroma_tristrami
Least Storm-Petrel,Oceanodroma microsoma,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Halocyptena_microsoma
Southern Giant-Petrel,Macronectes giganteus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Macronectes_giganteus
Northern Giant-Petrel,Macronectes halli,Procellariiformes,Procellariidae (Shearwaters and Petrels),Macronectes_halli
Northern Fulmar,Fulmarus glacialis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Fulmarus_glacialis
Southern Fulmar,Fulmarus glacialoides,Procellariiformes,Procellariidae (Shearwaters and Petrels),Fulmarus_glacialoides
Antarctic Petrel,Thalassoica antarctica,Procellariiformes,Procellariidae (Shearwaters and Petrels),Thalassoica_antarctica
Cape Petrel,Daption capense,Procellariiformes,Procellariidae (Shearwaters and Petrels),Daption_capense
Snow Petrel,Pagodroma nivea,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pagodroma_nivea
Kerguelen Petrel,Aphrodroma brevirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Lugensa_brevirostris
Great-winged Petrel,Pterodroma macroptera,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_macroptera
Gray-faced Petrel,Pterodroma gouldi,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Kermadec Petrel,Pterodroma neglecta,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_neglecta
Magenta Petrel,Pterodroma magentae,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_magentae
Trindade Petrel,Pterodroma arminjoniana,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_arminjoniana
Herald Petrel,Pterodroma heraldica,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_heraldica
Murphy's Petrel,Pterodroma ultima,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_ultima
Providence Petrel,Pterodroma solandri,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_solandri
Henderson Petrel,Pterodroma atrata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_atrata
Zino's Petrel,Pterodroma madeira,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_madeira
Fea's Petrel,Pterodroma feae,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_feae
Soft-plumaged Petrel,Pterodroma mollis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_mollis
Barau's Petrel,Pterodroma baraui,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_baraui
White-headed Petrel,Pterodroma lessonii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_lessonii
Mottled Petrel,Pterodroma inexpectata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_inexpectata
Bermuda Petrel,Pterodroma cahow,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_cahow
Black-capped Petrel,Pterodroma hasitata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_caribbaea
Juan Fernandez Petrel,Pterodroma externa,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_externa
Atlantic Petrel,Pterodroma incerta,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_incerta
Galapagos Petrel,Pterodroma phaeopygia,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_phaeopygia
Hawaiian Petrel,Pterodroma sandwichensis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_sandwichensis
White-necked Petrel,Pterodroma cervicalis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_cervicalis
Bonin Petrel,Pterodroma hypoleuca,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_hypoleuca
Black-winged Petrel,Pterodroma nigripennis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_nigripennis
Chatham Petrel,Pterodroma axillaris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_axillaris
Cook's Petrel,Pterodroma cookii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_cookii
Masatierra Petrel,Pterodroma defilippiana,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_defilippiana
Gould's Petrel,Pterodroma leucoptera,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_leucoptera
Collared Petrel,Pterodroma brevipes,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_brevipes
Stejneger's Petrel,Pterodroma longirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_longirostris
Pycroft's Petrel,Pterodroma pycrofti,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_pycrofti
Phoenix Petrel,Pterodroma alba,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma_alba
Vanuatu Petrel,Pterodroma occulta,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Blue Petrel,Halobaena caerulea,Procellariiformes,Procellariidae (Shearwaters and Petrels),Halobaena_caerulea
Fairy Prion,Pachyptila turtur,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_turtur
Broad-billed Prion,Pachyptila vittata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_vittata
Salvin's Prion,Pachyptila salvini,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_salvini
Antarctic Prion,Pachyptila desolata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_desolata
Slender-billed Prion,Pachyptila belcheri,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_belcheri
Fulmar Prion,Pachyptila crassirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila_crassirostris
Bulwer's Petrel,Bulweria bulwerii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Bulweria_bulwerii
Jouanin's Petrel,Bulweria fallax,Procellariiformes,Procellariidae (Shearwaters and Petrels),Bulweria_fallax
Fiji Petrel,Pseudobulweria macgillivrayi,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria_macgillivrayi
Mascarene Petrel,Pseudobulweria aterrima,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria_aterrima
Tahiti Petrel,Pseudobulweria rostrata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria_rostrata
Beck's Petrel,Pseudobulweria becki,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria_becki
Gray Petrel,Procellaria cinerea,Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria_cinerea
White-chinned Petrel,Procellaria aequinoctialis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria_aequinoctialis
Spectacled Petrel,Procellaria conspicillata,Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria_conspicillata
Parkinson's Petrel,Procellaria parkinsoni,Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria_parkinsoni
Westland Petrel,Procellaria westlandica,Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria_westlandica
Streaked Shearwater,Calonectris leucomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris_leucomelas
Cory's Shearwater,Calonectris diomedea,Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris_diomedea
Cape Verde Shearwater,Calonectris edwardsii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris_edwardsii
Pink-footed Shearwater,Ardenna creatopus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_creatopus
Flesh-footed Shearwater,Ardenna carneipes,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_carneipes
Great Shearwater,Ardenna gravis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_gravis
Wedge-tailed Shearwater,Ardenna pacifica,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_pacificus
Buller's Shearwater,Ardenna bulleri,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_bulleri
Sooty Shearwater,Ardenna grisea,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_griseus
Short-tailed Shearwater,Ardenna tenuirostris,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_tenuirostris
Christmas Shearwater,Puffinus nativitatis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_nativitatis
Galapagos Shearwater,Puffinus subalaris,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Manx Shearwater,Puffinus puffinus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_puffinus
Yelkouan Shearwater,Puffinus yelkouan,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_yelkouan
Balearic Shearwater,Puffinus mauretanicus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_mauretanicus
Hutton's Shearwater,Puffinus huttoni,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_huttoni
Townsend's Shearwater,Puffinus auricularis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_auricularis
Newell's Shearwater,Puffinus newelli,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_newelli
Rapa Shearwater,Puffinus myrtae,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Bryan's Shearwater,Puffinus bryani,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Black-vented Shearwater,Puffinus opisthomelas,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_opisthomelas
Fluttering Shearwater,Puffinus gavia,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_gavia
Little Shearwater,Puffinus assimilis,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_assimilis
Barolo Shearwater,Puffinus baroli,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Boyd's Shearwater,Puffinus boydi,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Audubon's Shearwater,Puffinus lherminieri,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_lherminieri
Tropical Shearwater,Puffinus bailloni,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Persian Shearwater,Puffinus persicus,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA
Heinroth's Shearwater,Puffinus heinrothi,Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus_heinrothi
Peruvian Diving-Petrel,Pelecanoides garnotii,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides_garnotii
Common Diving-Petrel,Pelecanoides urinatrix,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides_urinatrix
South Georgia Diving-Petrel,Pelecanoides georgicus,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides_georgicus
Magellanic Diving-Petrel,Pelecanoides magellani,Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides_magellani
Asian Openbill,Anastomus oscitans,Ciconiiformes,Ciconiidae (Storks),Anastomus_oscitans
African Openbill,Anastomus lamelligerus,Ciconiiformes,Ciconiidae (Storks),Anastomus_lamelligerus
Black Stork,Ciconia nigra,Ciconiiformes,Ciconiidae (Storks),Ciconia_nigra
Abdim's Stork,Ciconia abdimii,Ciconiiformes,Ciconiidae (Storks),Ciconia_abdimii
Woolly-necked Stork,Ciconia episcopus,Ciconiiformes,Ciconiidae (Storks),Ciconia_episcopus
Storm's Stork,Ciconia stormi,Ciconiiformes,Ciconiidae (Storks),Ciconia_stormi
Maguari Stork,Ciconia maguari,Ciconiiformes,Ciconiidae (Storks),Ciconia_maguari
White Stork,Ciconia ciconia,Ciconiiformes,Ciconiidae (Storks),Ciconia_ciconia
Oriental Stork,Ciconia boyciana,Ciconiiformes,Ciconiidae (Storks),Ciconia_boyciana
Black-necked Stork,Ephippiorhynchus asiaticus,Ciconiiformes,Ciconiidae (Storks),Ephippiorhynchus_asiaticus
Saddle-billed Stork,Ephippiorhynchus senegalensis,Ciconiiformes,Ciconiidae (Storks),Ephippiorhynchus_senegalensis
Jabiru,Jabiru mycteria,Ciconiiformes,Ciconiidae (Storks),Jabiru_mycteria
Lesser Adjutant,Leptoptilos javanicus,Ciconiiformes,Ciconiidae (Storks),Leptoptilos_javanicus
Marabou Stork,Leptoptilos crumenifer,Ciconiiformes,Ciconiidae (Storks),Leptoptilos_crumeniferus
Greater Adjutant,Leptoptilos dubius,Ciconiiformes,Ciconiidae (Storks),Leptoptilos_dubius
Wood Stork,Mycteria americana,Ciconiiformes,Ciconiidae (Storks),Mycteria_americana
Milky Stork,Mycteria cinerea,Ciconiiformes,Ciconiidae (Storks),Mycteria_cinerea
Yellow-billed Stork,Mycteria ibis,Ciconiiformes,Ciconiidae (Storks),Mycteria_ibis
Painted Stork,Mycteria leucocephala,Ciconiiformes,Ciconiidae (Storks),Mycteria_leucocephala
Lesser Frigatebird,Fregata ariel,Suliformes,Fregatidae (Frigatebirds),Fregata_ariel
Ascension Frigatebird,Fregata aquila,Suliformes,Fregatidae (Frigatebirds),Fregata_aquila
Magnificent Frigatebird,Fregata magnificens,Suliformes,Fregatidae (Frigatebirds),Fregata_magnificens
Christmas Island Frigatebird,Fregata andrewsi,Suliformes,Fregatidae (Frigatebirds),Fregata_andrewsi
Great Frigatebird,Fregata minor,Suliformes,Fregatidae (Frigatebirds),Fregata_minor
Masked Booby,Sula dactylatra,Suliformes,Sulidae (Boobies and Gannets),Sula_dactylatra
Nazca Booby,Sula granti,Suliformes,Sulidae (Boobies and Gannets),Sula_granti
Blue-footed Booby,Sula nebouxii,Suliformes,Sulidae (Boobies and Gannets),Sula_nebouxii
Peruvian Booby,Sula variegata,Suliformes,Sulidae (Boobies and Gannets),Sula_variegata
Brown Booby,Sula leucogaster,Suliformes,Sulidae (Boobies and Gannets),Sula_leucogaster
Red-footed Booby,Sula sula,Suliformes,Sulidae (Boobies and Gannets),Sula_sula
Abbott's Booby,Papasula abbotti,Suliformes,Sulidae (Boobies and Gannets),Papasula_abbotti
Northern Gannet,Morus bassanus,Suliformes,Sulidae (Boobies and Gannets),Morus_bassanus
Cape Gannet,Morus capensis,Suliformes,Sulidae (Boobies and Gannets),Morus_capensis
Australasian Gannet,Morus serrator,Suliformes,Sulidae (Boobies and Gannets),Morus_serrator
Anhinga,Anhinga anhinga,Suliformes,Anhingidae (Anhingas),Anhinga_anhinga
African Darter,Anhinga rufa,Suliformes,Anhingidae (Anhingas),Anhinga_rufa
Oriental Darter,Anhinga melanogaster,Suliformes,Anhingidae (Anhingas),Anhinga_melanogaster
Australasian Darter,Anhinga novaehollandiae,Suliformes,Anhingidae (Anhingas),Anhinga_novaehollandiae
Little Pied Cormorant,Microcarbo melanoleucos,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_melanoleucos
Long-tailed Cormorant,Microcarbo africanus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_africanus
Crowned Cormorant,Microcarbo coronatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_coronatus
Little Cormorant,Microcarbo niger,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_niger
Pygmy Cormorant,Microcarbo pygmeus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_pygmeus
Red-legged Cormorant,Phalacrocorax gaimardi,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_gaimardi
Brandt's Cormorant,Phalacrocorax penicillatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_penicillatus
Red-faced Cormorant,Phalacrocorax urile,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_urile
Pelagic Cormorant,Phalacrocorax pelagicus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_pelagicus
Pallas's Cormorant,Phalacrocorax perspicillatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA
Great Cormorant,Phalacrocorax carbo,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_carbo
Japanese Cormorant,Phalacrocorax capillatus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_capillatus
Cape Cormorant,Phalacrocorax capensis,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_capensis
Bank Cormorant,Phalacrocorax neglectus,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_neglectus
